Disciplina;titulo;taxonomia;tema;descricao;keywords
História;O tráfico de escravos no período colonial;ARhis7_un08an_trafico_escravos.mp4;A escravidão e o tráfico negreiro;Objeto digital que conta, por meio de imagens e de mapas animados, a história do tráfico de africanos escravizados para o Brasil. O objeto trata também das condições em que essas pessoas eram transportadas, do cotidiano de trabalho nas lavouras de cana-de-açúcar no Brasil e da importância da presença africana para a formação da nossa sociedade.;Escravidão, tráfico, África, Brasil colonial, negros, economia açucareira
História;As línguas africanas e o português do Brasil;ARhis7_un08in_linguas_africanas.mp4;Cultura africana no Brasil;Animação que apresenta  algumas palavras e expressões de origem africana na língua portuguesa falada no Brasil e explica a relação entre o lugar que essas palavras ocupam no nosso vocabulário e a história da sociedade brasileira.;Língua portuguesa, linguagem, cultura, África, vocabulário, Brasil colonial, escravidão
História;Unidade 8 - Teste seu conhecimento;/hist-conhecimento7-un8;Escravidão colonial no Brasil;Atividade interativa para fixação do conteúdo tratado na Unidade.;Escravidão, tráfico, África, Brasil colonial, negros, economia açucareira, racismo, preconceito
História;A controvérsia de Valladolid;ARhis7_un09vt_valladolid.mp4;A conquista do Caribe;.;Conquista, Caribe, Espanha, espanhóis, indígenas, violência, Frei Bartolomé de las Casas
História;O conflito das águas;ARhis7_un09vt_conflito_agua.mp4;Conquista da América hispânica;Sugestões de avaliação;América hispânica, indígenas, violência, cinema
História;Unidade 9 - Teste seu conhecimento;/hist-conhecimento7-un9;Conquista da América hispânica;Sugestões de avaliação;América hispânica, indígenas, violência, espanhóis, Incas, Astecas
História;O mito dos bandeirantes;ARhis8_un01an_bandeirantes.mp4;Os bandeirantes;Sugestões de avaliação;Bandeirantes,  indígenas, Tratado de Tordesilhas, expansão da América portuguesa, Bandeiras, Entradas, interiorização, São Paulo, mito
História;A vida nas missões;ARhis8_un01an_missoes.mp4;As missões jesuíticas;Sugestões de avaliação;Missões, jesuítas, Companhia de Jesus, espanhóis, portugueses, religião, indígenas, Igreja Católica, aculturação
História;Unidade 1 - Teste seu conhecimento;/hist-conhecimento8-un1;A pecuária colonial;Sugestões de avaliação;Pecuária, expansão, Nordeste, gado, sertão,
História;O mineiro e o queijo;ARhis8_un02vt_mineiro_queijo.mp4;A sociedade mineira;Sugestões de avaliação;Minas Gerais, queijo, patrimônio cultural, cultura, alimentação
História;Unidade 2 - Teste seu conhecimento;/hist-conhecimento8-un2;A sociedade mineira;Sugestões de avaliação;Minas Gerais, conflitos, insurreição, mineração
História;O trabalho infantil na Revolução Industrial;ARhis8_un03an_infantil_revolucao.mp4;Revolução Industrial;Sugestões de avaliação;Revolução Industrial, Inglaterra, crianças, trabalho infantil, tecelagem, industrialização, fábricas
História;Tempos Modernos;ARhis8_un03vt_tempos_modernos.mp4;Revolução Industrial;Sugestões de avaliação;Charles Chaplin, Revolução Industrial, maquinofatura, trabalho, fábricas, mecanização, operariado
História;Unidade 3 - Teste seu conhecimento;/hist-conhecimento8-un3;Revolução Industrial;Sugestões de avaliação;Trabalho, Revolução Industrial, maquinofatura, Inglaterra, Karl Marx
História;Revolução Francesa;ARhis8_un04an_revolucao_francesa.mp4;Revolução Francesa;Sugestões de avaliação;Revolução Francesa, jacobinos, girondinos, burgesia, sans,culottes, Bastilha,  Declaração dos Direitos do Homem e do Cidadão,  igualdade, liberdade, fraternidade, política
História;Liberdade;ARhis8_un04vt_liberdade.mp4;Independência dos Estados Unidos;Sugestões de avaliação;Estados Unidos, independência, liberdade, iluminismo
História;Unidade 4 - Teste seu conhecimento;/hist-conhecimento8-un4;Independência dos Estados Unidos;Sugestões de avaliação;Estados Unidos, independência, Lei do Açúcar, Lei do Chá, Lei do Selo, Treze Colônias
História;Os desastres da guerra;ARhis8_un05an_desastres_guerra.mp4;Guerras napoleônicas;Sugestões de avaliação;Napoleão Bonaparte, Império Napoleônico, guerra, Espanha, gravuras, Francisco de Goya
História;Toussant Louverture e a Revolução Haitiana;ARhis8_un05vt_toussaint.mp4;Independência do Haiti;Sugestões de avaliação;Toussaint L'Ouverture, Haiti, independência, revolução, escravidão, negros
História;Unidade 5 - Teste seu conhecimento;/hist-conhecimento8-un5;Independência de Cuba;Sugestões de avaliação;Independência, Cuba
História;Dom João VI;ARhis8_un06an_dom_joao_VI.mp4;A família real no Brasil;Sugestões de avaliação;D. João VI, família real portuguesa, Portugal, Rio de Janeiro, príncipe regente, biografia
História;A adesão do Pará ao Brasil independente;ARhis8_un06in_adesao_brasil.mp4;Independência do Brasil;Sugestões de avaliação;Independência, Brasil, Grão,Pará, Muaná, Belém, revolta, conflitos, brigue Palhaço
História;Unidade 6 - Teste seu conhecimento;/hist-conhecimento8-un6;Revoltas coloniais;Sugestões de avaliação;Conjuração Baiana, Inconfidência Mineira, Conjuração dos Alfaiates, revoltas, crise
História;A estética romântica;ARhis8_un07an_estetica_romantica.mp4;Romantismo;Sugestões de avaliação;Romantismo, arte, literatura, revolução, burguesia, nacionalismo
História;Manifestoon;ARhis8_un07vt_manifestoon.mp4;Novas teorias políticas;Sugestões de avaliação;Manifesto do Partido Comunista, Karl Marx, Friedrich Engels, comunismo, revolução, burguesia, proletariado, luta de classes
História;Unidade 7 - Teste seu conhecimento;/hist-conhecimento8-un7;Novas teorias políticas;Sugestões de avaliação;Anarquismo, socialismo utópico, socialismo científico, comunismo
História;D. Pedro II;ARhis8_un08an_pedro_II.mp4;Segundo Reinado;Sugestões de avaliação;D. Pedro II, Segundo Reinado, biografia, economia cafeeira, modernização, abolição, escravidão
História;A Balaiada;ARhis8_un08vt_balaiada.mp4;O período regencial;Sugestões de avaliação;Balaiada, Maranhão, revolta, Regência, violência
História;Unidade 8 - Teste seu conhecimento;/hist-conhecimento8-un8;Segundo Reinado;Sugestões de avaliação;D. Pedro II, Segundo Reinado, parlamentarismo à brasileira
História;A retração dos territórios indígenas nos Estados Unidos;ARhis8_un09an_retracao_indigena.mp4;A expansão dos Estados Unidos no século XIX;Sugestões de avaliação;indígenas, genocídio, marcha para o oeste, Homestead Act, território, Estados Unidos, apaches
História;A fronteira entre os Estados Unidos e o México;/fronteira;Imigração nos Estados Unidos;Sugestões de avaliação;Estados Unidos, México, fronteira, imigração, mexicanos, Texas, xenofobia, trabalho
História;Unidade 9 - Teste seu conhecimento;/hist-conhecimento8-un9;Doutrina Monroe;Sugestões de avaliação;Estados Unidos, Doutrina Monroe, imperialismo, América
História;A partilha da China;ARhis9_un01an_partilha_china.mp4;O domínio imperialista na Ásia;Sugestões de avaliação;China, imperialismo, Ásia, partilha, charge, humor
História;Unidade 1 - Teste seu conhecimento;/hist-conhecimento9-un1;Imperialismo europeu na África;Sugestões de avaliação;Imperialismo, África, corrida imperialista
História;Colônias alemãs: a África em chamas;ARhis9_un01vt_colonias_alemas.mp4;Imperialismo europeu na África;Sugestões de avaliação;Imperialismo, África Oriental Alemã, Revolta Maji,maji, resistência, Tanzânia
História;Unidade 2 - Teste seu conhecimento;/hist-conhecimento9-un2;Primeira República;Sugestões de avaliação;Primeira República, coronelismo
História;Reformas urbanas no Rio de Janeiro atual;ARhis9_un02et_rio_janeiro.mp4;Reformas urbanas;Sugestões de avaliação;Ermínia Maricato, entrevista, reformas urbanas, Rio de Janeiro, gentrificação
História;A revolta dos marinheiros;ARhis9_un02va_marinheiros.mp4;Revolta da Chibata;Sugestões de avaliação;Primeira República, marinheiros, Revolta da Chibata, João Cândido, marinha, conflitos urbanos
História;Unidade 3 - Teste seu conhecimento;/hist-conhecimento9-un3;Revolução Russa;Sugestões de avaliação;NEP, União Soviética, Revolução Russa, Lênin, camponeses
História;A Primeira Guerra Mundial;ARhis9_un03ma_primeira_guerra.mp4;Primeira Guerra Mundial;Sugestões de avaliação;Europa, Primeira Guerra Mundial, conflitos, nacionalismos, Tríplice Aliança, Tríplice Entente, Tratado de Versalhes
História;Brinquedos Soviéticos;ARhis9_un03vt_sovieticos.mp4;Revolução Russa;Sugestões de avaliação;NEP, União Soviética, Revolução Russa, Lênin, camponeses, proletariado, clero, capitalista
História;Unidade 4 - Teste seu conhecimento;/hist-conhecimento9-un4;Segunda Guerra Mundial;Sugestões de avaliação;Segunda Guerra Mundial, Europa, Anne Frank, nazismo, Hitler, judeus, holocausto
História;Desemprego;ARhis9_un04vt_desemprego.mp4;Crise de 1929;Sugestões de avaliação;Crise econômica, desemprego, Estados Unidos, capitalismo
História;Unidade 5 - Teste seu conhecimento;/hist-conhecimento9-un5;A Era Vargas;Sugestões de avaliação;Getúlio Vargas, mulheres, voto feminino
História;O assalto ao poder;ARhis9_un05vt_assalto_poder.mp4;A Era Vargas;Sugestões de avaliação;Getúlio Vargas, Constituição de 1934, integralistas, comunistas, golpe de Estado, Estado Novo
História;Unidade 6 - Teste seu conhecimento;/hist-conhecimento9-un6;Guerra Fria;Sugestões de avaliação;Guerra Fria, Alemanha Ocidental, Alemanha Oriental, Copa do Mundo, futebol
História;O conflito na Palestina;ARhis9_un06et_palestina.mp4;A questão judaico-palestina;Sugestões de avaliação;Samuel Feldberg, entrevista, Israel, Palestina, conflito, sionismo, educação, intolerância
História;Martin Luther King;ARhis9_un06va_martin.mp4;Guerra Fria e o movimento negro nos Estados Unidos;Sugestões de avaliação;Martin Luther King, movimento negro, Guerra Fria, segregação racial, Estados Unidos, racismo, preconceito
História;Unidade 7 - Teste seu conhecimento;/hist-conhecimento9-un7;Independência da Índia;Sugestões de avaliação;Mahatma Gandhi, Índia, independência, Marcha do Sal, Império Britânico
História;Apartheid;ARhis9_un07vt_apartheid.mp4;Apartheid;Sugestões de avaliação;África do Sul, apartheid, segregacão racial, racismo, preconceito, violência, Nelson Mandela
História;À procura de Gandhi;ARhis9_un07vt_gandhi.mp4;Independência da Índia;Sugestões de avaliação;Gandhi, hindus, muçulmanos, intolerância
História;Futebol, música e política no Brasil;ARhis9_un08an_futebol.mp4;Ditadura militar no Brasil;Sugestões de avaliação;Futebol, política, ditadura militar, Copa do Mundo, esportes, música, Geraldo Vandré, Elis Regina, Diretas,Já, redemocratização
História;O humor contra a repressão;ARhis9_un08an_humor.mp4;Ditadura militar no Brasil;Sugestões de avaliação;O Pasquim, humor, charges, Ziraldo, Jaguar, Henfil, cultura
História;Unidade 8 - Teste seu conhecimento;/hist-conhecimento9-un8;Democracia e ditadura no Brasil;Sugestões de avaliação;Democracia, período republicano, Juscelino Kubitschek, Jânio Quadros, João Goulart, Getúlio Vargas, golpe militar
História;Oscar Niemeyer: a vida é um sopro;ARhis9_un08vt_niemeyer.mp4;A construção de Brasília;Sugestões de avaliação;Brasília, Juscelino Kubitschek, Oscar Niemeyer, Lúcio Costa, arquitetura, urbanismo, urbanização, capital
História;Unidade 9 - Teste seu conhecimento;/hist-conhecimento9-un9;A redemocratização do Brasil;Sugestões de avaliação;Redemocratização, José Sarney, Fernando Collor, impeachment
História;Alimentos S.A.;ARhis9_un09vt_alimento.mp4;Alimentação e produção de alimentos no mundo contemporâneo;Sugestões de avaliação;Alimentação, alimentos, fome, globalização
História;Milton Santos: por uma outra globalização;ARhis9_un09vt_milton_santos.mp4;Globalização;Sugestões de avaliação;Globalização, Milton Santos, desigualdade social
Matemática;O roubo da joia;/roubo-joia;Números naturais;Ser um detetive e ajudar a polícia a descobrir quem roubou a joia de família do Sr. Matinaldo.;Números, Contagem, Ordem, Medida
